Year,Occupation,Total_Number,Men_Number,Women_Number,Total_MedianEarnings,Men_MedianEarnings,Women_MedianEarnings
2013,...First-line supervisors of office and administrative support workers,"1,126,495","444,538","681,957","46,725","54,066","42,369"
2013,...Retail salespersons,"1,668,480","1,012,539","655,941","31,615","37,143","26,140"
2013,...Maids and housekeeping cleaners,"737,561","127,620","609,941","20,422","24,397","19,752"
2013,"...Office clerks, general","729,066","127,739","601,327","32,439","36,371","32,155"
2013,...Receptionists and information clerks,"657,793","63,049","594,744","27,345","29,454","27,222"
2013,....Financial managers,"990,611","460,842","529,769","70,456","90,278","57,406"
2013,...Childcare workers,"536,474","29,929","506,545","20,056","21,832","19,931"
2013,Social workers,"627,085","124,774","502,311","41,940","42,821","41,795"
2013,..Protective Service Occupations:,"2,494,739","1,998,665","496,074","49,316","51,159","40,760"
2013,...Personal care aides,"576,620","105,440","471,180","21,898","24,244","21,557"
2013,...Waiters and waitresses,"680,777","243,097","437,680","20,980","23,802","19,524"
2013,....Education administrators,"708,239","272,330","435,909","66,889","78,115","60,580"
2013,..Material Moving Occupations:,"2,360,476","1,931,262","429,214","28,861","30,415","23,419"
2013,Human resources workers,"571,108","158,154","412,954","54,989","63,034","51,765"
2013,...Cooks,"1,111,982","700,025","411,957","20,319","21,063","18,581"
2013,"...Life, Physical, and Social Science Occupations:","946,702","539,201","407,501","62,089","66,913","57,617"
2013,...Licensed practical and licensed vocational nurses,"442,709","43,277","399,432","40,031","42,442","39,562"
2013,"...Hairdressers, hairstylists, and cosmetologists","434,564","52,142","382,422","24,855","31,224","23,943"
2013,Postsecondary teachers,"836,986","457,786","379,200","65,463","71,414","60,359"
2013,....Medical and health services managers,"546,042","171,661","374,381","69,563","84,450","64,765"
2013,...Janitors and building cleaners,"1,519,858","1,149,371","370,487","26,845","29,685","21,592"
2013,".Natural Resources, Construction, and Maintenance Occupations:","9,447,149","9,083,555","363,594","40,492","40,696","30,351"
2013,...Billing and posting clerks,"386,492","39,847","346,645","32,487","37,351","32,267"
2013,..Transportation Occupations:,"3,637,658","3,296,719","340,939","40,594","41,222","30,304"
2013,Counselors,"482,328","146,849","335,479","42,349","42,299","42,369"
2013,....Food service managers,"740,359","407,357","333,002","36,586","41,164","31,578"
2013,Teacher assistants,"371,321","44,030","327,291","21,125","25,873","20,748"
2013,"...Office and administrative support workers, all other","428,493","103,715","324,778","38,662","44,833","36,981"
2013,...Architecture and Engineering Occupations:,"2,314,006","1,995,495","318,511","76,706","79,244","64,961"
2013,....Marketing and sales managers,"754,514","440,078","314,436","78,455","91,998","65,040"
2013,Preschool and kindergarten teachers,"316,025","8,298","307,727","24,347","30,067","24,257"
2013,...Medical assistants,"330,718","24,072","306,646","28,760","29,894","28,661"
2013,Secondary school teachers,"541,598","240,315","301,283","50,810","52,819","49,048"
2013,....General and operations managers,"977,284","681,627","295,657","73,557","81,041","60,759"
2013,Lawyers,"852,860","568,201","284,659","120,617","127,337","101,640"
2013,...Miscellaneous assemblers and fabricators,"766,770","484,475","282,295","30,561","32,026","26,899"
2013,...First-line supervisors of non-retail sales workers,"1,030,338","751,705","278,633","60,403","61,556","53,770"
2013,...Stock clerks and order fillers,"814,645","536,330","278,315","26,489","27,032","25,493"
2013,...Health practitioner support technologists and technicians,"350,939","73,031","277,908","31,788","35,640","31,292"
2013,"...Sales representatives, wholesale and manufacturing","1,129,716","857,038","272,678","61,355","63,861","51,986"
2013,Paralegals and legal assistants,"307,815","45,422","262,393","46,562","50,498","46,061"
2013,...Real estate brokers and sales agents,"513,527","253,865","259,662","50,914","60,775","42,294"
2013,Designers,"552,419","303,391","249,028","50,461","55,658","44,269"
2013,Management analysts,"589,692","346,499","243,193","80,220","89,151","72,006"
2013,...Physicians and surgeons,"737,546","495,061","242,485","182,232","202,533","140,036"
2013,Chief executives,"1,024,259","782,400","241,859","120,254","126,142","95,921"
2013,...Insurance claims and policy processing clerks,"289,881","54,892","234,989","36,090","40,293","35,574"
2013,"...Production workers, all other","881,828","653,314","228,514","32,491","36,237","26,505"
2013,"...Inspectors, testers, sorters, samplers, and weighers","623,203","397,579","225,624","38,673","43,551","31,043"
2013,"....Property, real estate, and community association managers","414,232","203,818","210,414","47,936","57,059","41,743"
2013,...Tellers,"233,474","26,160","207,314","25,260","25,564","25,222"
2013,"...Laborers and freight, stock, and material movers, hand","1,211,599","1,009,313","202,286","29,722","30,531","24,953"
2013,...First-line supervisors of food preparation and serving workers,"374,711","176,476","198,235","24,828","27,453","22,506"
2013,...Insurance sales agents,"429,706","235,417","194,289","50,238","61,639","41,250"
2013,Other teachers and instructors,"359,794","169,655","190,139","43,740","50,250","40,132"
2013,...Word processors and typists,"217,182","29,544","187,638","32,507","36,294","32,208"
2013,...Data entry keyers,"235,336","51,507","183,829","31,745","35,544","31,236"
2013,"Software developers, applications and systems software","924,888","741,308","183,580","94,025","96,868","83,808"
2013,....Social and community service managers,"279,952","96,503","183,449","55,473","62,367","51,933"
2013,....Human resources managers,"307,004","125,240","181,764","67,669","75,328","64,662"
2013,...Clinical laboratory technologists and technicians,"245,751","65,488","180,263","45,326","46,941","44,623"
2013,...Diagnostic related technologists and technicians,"237,127","74,756","162,371","55,482","60,703","52,950"
2013,Computer systems analysts,"441,538","280,626","160,912","75,886","81,174","69,346"
2013,...Food preparation workers,"302,338","142,050","160,288","19,063","19,870","18,376"
2013,"Claims adjusters, appraisers, examiners, and investigators","257,730","98,587","159,143","51,134","60,097","46,520"
2013,Credit counselors and loan officers,"285,649","130,778","154,871","54,535","69,726","46,394"
2013,"...Production, planning, and expediting clerks","267,453","115,532","151,921","44,865","56,437","37,246"
2013,"...Sales representatives, services, all other","497,043","346,088","150,955","60,174","65,763","48,984"
2013,...Security guards and gaming surveillance officers,"668,775","518,657","150,118","30,421","30,546","29,883"
2013,"...Packers and packagers, hand","273,503","123,631","149,872","21,661","22,711","20,876"
2013,...First-line supervisors of production and operating workers,"802,370","656,622","145,748","51,796","54,494","40,815"
2013,...File clerks,"189,148","44,248","144,900","32,442","35,594","31,976"
2013,Special education teachers,"165,928","25,578","140,350","47,264","46,932","47,378"
2013,"..Installation, Maintenance, and Repair Occupations:","3,860,624","3,721,190","139,434","43,450","43,781","40,347"
2013,...Dental assistants,"147,438","8,460","138,978","30,308","26,823","30,399"
2013,....Computer and information systems managers,"489,048","354,369","134,679","99,167","101,318","90,940"
2013,Market research analysts and marketing specialists,"230,432","102,417","128,015","67,154","80,508","60,673"
2013,...Dispatchers,"235,227","108,901","126,326","36,730","41,363","34,067"
2013,...Miscellaneous personal appearance workers,"159,831","33,519","126,312","21,724","22,047","21,632"
2013,"...Shipping, receiving, and traffic clerks","445,945","322,035","123,910","30,682","31,401","27,939"
2013,...Payroll and timekeeping clerks,"138,447","15,290","123,157","39,268","41,838","38,923"
2013,Computer support specialists,"458,736","339,470","119,266","52,063","53,960","49,001"
2013,..Construction and Extraction Occupations:,"4,960,836","4,841,705","119,131","40,003","40,078","33,236"
2013,"Business operations specialists, all other","211,970","98,399","113,571","56,945","67,442","51,378"
2013,"Purchasing agents, except wholesale, retail, and farm products","220,927","107,988","112,939","54,632","60,957","50,058"
2013,Miscellaneous legal support workers,"148,521","40,412","108,109","46,748","60,958","43,663"
2013,...Pharmacists,"205,734","98,972","106,762","116,468","120,792","111,809"
2013,...Driver/sales workers and truck drivers,"2,472,147","2,365,886","106,261","40,588","40,865","27,657"
2013,"...Bailiffs, correctional officers, and jailers","387,955","281,897","106,058","42,043","45,432","37,042"
2013,...Packaging and filling machine operators and tenders,"198,721","92,772","105,949","25,434","28,528","22,809"
2013,"..Farming, Fishing, and Forestry Occupations:","625,689","520,660","105,029","25,086","26,271","18,998"
2013,...Bus drivers,"275,991","174,830","101,161","32,725","37,569","27,180"
2013,...Bill and account collectors,"142,343","42,195","100,148","33,453","36,784","32,234"
2013,...Bartenders,"203,401","104,261","99,140","26,403","28,682","23,849"
2013,...Sewing machine operators,"134,443","36,754","97,689","20,788","22,855","20,430"
2013,Compliance officers,"193,020","95,524","97,496","62,311","66,724","60,054"
2013,Librarians,"111,952","19,727","92,225","48,892","51,879","48,005"
2013,...Loan interviewers and clerks,"116,281","25,344","90,937","39,905","41,750","38,807"
2013,...Postal service mail carriers,"251,980","161,216","90,764","55,923","57,073","52,085"
2013,...Recreation and fitness workers,"163,532","72,807","90,725","31,044","35,636","28,203"
2013,...Physical therapists,"136,392","49,118","87,274","72,260","80,411","70,509"
2013,Personal financial advisors,"283,136","196,273","86,863","82,142","98,126","60,359"
2013,...Police and sheriff's patrol officers,"623,338","539,272","84,066","61,313","61,694","56,541"
2013,"Wholesale and retail buyers, except farm products","170,412","86,522","83,890","42,170","41,619","42,990"
2013,"...Sales and related workers, all other","186,390","103,486","82,904","51,489","61,045","44,956"
2013,...Medical records and health information technicians,"90,186","9,831","80,355","31,530","36,960","31,126"
2013,....Purchasing managers,"175,540","96,499","79,041","71,237","81,528","62,785"
2013,Psychologists,"115,139","37,071","78,068","66,764","76,903","62,146"
2013,"Computer occupations, all other","354,952","277,889","77,063","66,550","66,971","65,329"
2013,...Advertising sales agents,"155,726","78,938","76,788","51,283","60,522","45,378"
2013,Computer programmers,"374,314","298,175","76,139","80,512","81,508","75,088"
2013,"...Miscellaneous therapists, including exercise physiologists","99,008","24,425","74,583","46,743","50,295","46,040"
2013,Social and human service assistants,"94,377","20,048","74,329","35,643","34,967","35,766"
2013,...Speech-language pathologists,"77,904","3,626","74,278","60,695","68,346","60,552"
2013,"...Combined food preparation and serving workers, including fast food","114,984","41,054","73,930","19,623","20,150","19,325"
2013,...Nurse practitioners,"81,140","8,332","72,808","91,766","106,141","91,276"
2013,...Nonfarm animal caretakers,"103,783","31,762","72,021","24,547","25,025","24,401"
2013,"...Information and record clerks, all other","85,226","14,182","71,044","36,818","41,589","36,352"
2013,"...Securities, commodities, and financial services sales agents","226,082","157,344","68,738","76,524","93,795","51,284"
2013,...Miscellaneous agricultural workers,"451,767","383,111","68,656","23,324","24,602","17,713"
2013,"...Metal workers and plastic workers, all other","317,561","249,208","68,353","32,471","35,514","26,963"
2013,"...Interviewers, except eligibility and loan","84,440","16,624","67,816","31,180","35,424","30,395"
2013,"...Healthcare support workers, all other, including medical equipment preparers","94,391","28,907","65,484","28,604","32,130","26,452"
2013,...Laundry and dry-cleaning workers,"111,926","47,034","64,892","21,137","24,752","19,203"
2013,...Physician assistants,"100,572","35,720","64,852","81,522","93,791","76,396"
2013,"Physical scientists, all other","171,530","106,686","64,844","74,592","85,195","61,217"
2013,...Phlebotomists,"75,727","11,061","64,666","31,062","34,855","30,732"
2013,...Bakers,"131,066","67,099","63,967","23,666","26,114","22,040"
2013,"Engineering technicians, except drafters","371,566","307,644","63,922","54,623","56,847","43,517"
2013,"Meeting, convention, and event planners","78,856","15,208","63,648","47,088","47,876","46,973"
2013,Writers and authors,"121,198","57,902","63,296","53,964","60,192","51,219"
2013,"Other education, training, and library workers","88,624","26,398","62,226","51,516","55,834","50,756"
2013,Insurance underwriters,"94,336","33,432","60,904","58,402","75,372","52,283"
2013,Medical scientists,"112,826","53,210","59,616","71,375","80,113","66,860"
2013,...First-line supervisors of housekeeping and janitorial workers,"182,546","123,092","59,454","35,629","41,180","26,860"
2013,Public relations specialists,"97,408","38,545","58,863","63,966","76,638","58,483"
2013,...Dental hygienists,"61,825","3,320","58,505","52,043","53,709","51,972"
2013,Operations research analysts,"123,636","65,206","58,430","77,172","86,748","68,925"
2013,Editors,"117,721","59,523","58,198","52,746","55,899","51,884"
2013,"...Financial clerks, all other","95,267","37,438","57,829","50,176","67,732","42,122"
2013,"...Court, municipal, and license clerks","70,610","13,198","57,412","36,977","42,192","35,585"
2013,...Miscellaneous health technologists and technicians,"90,586","33,686","56,900","41,660","47,830","39,277"
2013,Training and development specialists,"105,954","50,856","55,098","52,417","59,310","50,024"
2013,"...Electrical, electronics, and electromechanical assemblers","116,834","61,800","55,034","30,144","31,243","27,385"
2013,...Dietitians and nutritionists,"61,437","7,250","54,187","47,997","49,001","47,717"
2013,"....Farmers, ranchers, and other agricultural managers","499,775","446,121","53,654","40,638","41,691","25,310"
2013,...Occupational therapists,"59,239","6,903","52,336","68,270","75,740","67,164"
2013,...Respiratory therapists,"84,482","32,234","52,248","54,303","60,677","51,864"
2013,...Order clerks,"85,033","33,587","51,446","31,732","33,757","31,216"
2013,...First-line supervisors of personal service workers,"98,491","47,150","51,341","33,932","40,006","30,871"
2013,"...Eligibility interviewers, government programs","65,971","14,730","51,241","41,398","50,400","40,071"
2013,...Chefs and head cooks,"303,612","252,537","51,075","30,267","30,810","25,534"
2013,"Engineers, all other","439,749","388,864","50,885","90,913","91,800","81,702"
2013,Clergy,"339,774","289,076","50,698","44,422","45,350","40,754"
2013,"...Hotel, motel, and resort desk clerks","76,241","27,058","49,183","21,564","21,995","21,329"
2013,....Lodging managers,"96,419","47,382","49,037","41,824","50,610","36,533"
2013,"...Butchers and other meat, poultry, and fish processing workers","203,134","154,517","48,617","26,999","29,333","22,876"
2013,...Reservation and transportation ticket agents and travel clerks,"86,373","38,370","48,003","36,454","40,755","35,344"
2013,...Postal service clerks,"94,064","47,005","47,059","53,357","54,166","52,574"
2013,...Emergency medical technicians and paramedics,"157,684","110,916","46,768","41,670","43,647","37,023"
2013,"Miscellaneous life, physical, and social science technicians","100,831","55,051","45,780","44,561","48,138","40,792"
2013,Fundraisers,"63,985","18,678","45,307","60,802","69,292","57,730"
2013,"...Food servers, nonrestaurant","69,554","24,402","45,152","23,025","23,729","22,775"
2013,"...Human resources assistants, except payroll and timekeeping","54,580","9,723","44,857","40,081","42,293","37,643"
2013,Producers and directors,"117,967","73,980","43,987","63,715","62,368","66,226"
2013,...Massage therapists,"57,261","13,680","43,581","29,253","29,272","29,240"
2013,"Miscellaneous community and social service specialists, including health educators and community health workers","68,388","25,669","42,719","41,900","47,966","39,620"
2013,Artists and related workers,"116,825","75,425","41,400","49,197","54,669","37,261"
2013,....Industrial production managers,"218,198","177,200","40,998","72,414","74,623","65,033"
2013,Probation officers and correctional treatment specialists,"83,568","42,704","40,864","45,909","47,561","44,385"
2013,Web developers,"136,446","95,672","40,774","60,056","61,566","53,995"
2013,Database administrators,"101,323","61,969","39,354","75,824","84,609","61,378"
2013,"Compensation, benefits, and job analysis specialists","53,127","13,895","39,232","50,968","61,089","47,927"
2013,....Administrative services managers,"109,703","72,873","36,830","62,187","66,579","55,079"
2013,...Travel agents,"46,577","9,963","36,614","37,233","40,408","36,746"
2013,"Industrial engineers, including health and safety","172,367","136,669","35,698","75,131","76,487","66,498"
2013,"...Hosts and hostesses, restaurant, lounge, and coffee shop","42,666","7,262","35,404","18,040","23,444","17,260"
2013,Network and computer systems administrators,"195,372","160,376","34,996","67,246","68,363","61,699"
2013,....Construction managers,"469,706","434,849","34,857","68,101","69,556","62,198"
2013,...Grounds maintenance workers,"728,064","693,654","34,410","23,545","23,639","21,996"
2013,...Computer operators,"78,265","43,996","34,269","42,028","48,966","37,288"
2013,"...Printing workers, except prepress technicians and workers","169,498","135,466","34,032","34,992","36,916","26,679"
2013,Logisticians,"97,563","63,756","33,807","52,109","54,698","50,410"
2013,"....Transportation, storage, and distribution managers","185,512","151,841","33,671","52,058","52,017","52,259"
2013,"Tax examiners and collectors, and revenue agents","50,960","17,617","33,343","49,380","66,754","45,704"
2013,...Flight attendants,"43,455","10,842","32,613","42,687","51,594","41,168"
2013,...Physical therapist assistants and aides,"44,581","12,122","32,459","41,994","46,313","41,098"
2013,"Financial specialists, all other","58,785","26,520","32,265","61,323","81,859","48,869"
2013,Photographers,"80,489","48,494","31,995","38,052","44,513","30,455"
2013,"...Postal service mail sorters, processors, and processing machine operators","61,856","30,285","31,571","53,497","54,885","52,637"
2013,"Architects, except naval","145,439","114,341","31,098","71,305","75,395","60,518"
2013,"Athletes, coaches, umpires, and related workers","114,456","83,451","31,005","43,373","46,602","36,682"
2013,...Gaming services workers,"64,709","33,752","30,957","36,477","37,441","35,023"
2013,...Dining room and cafeteria attendants and bartender helpers,"86,785","56,021","30,764","19,562","20,378","17,663"
2013,...Medical transcriptionists,"31,868","1,221","30,647","31,933","40,429","31,772"
2013,"...Food processing workers, all other","95,533","65,550","29,983","31,292","32,439","27,983"
2013,"...Medical, dental, and ophthalmic laboratory technicians","64,031","34,102","29,929","33,779","37,346","30,704"
2013,"...Tailors, dressmakers, and sewers","42,018","12,251","29,767","22,621","27,459","21,759"
2013,...Detectives and criminal investigators,"117,375","87,855","29,520","71,169","75,025","59,386"
2013,...Supervisors of transportation and material moving workers,"185,456","156,031","29,425","50,107","51,339","40,904"
2013,...Private detectives and investigators,"68,657","39,367","29,290","50,892","56,439","45,436"
2013,"...Credit authorizers, checkers, and clerks","40,119","10,893","29,226","36,579","50,853","35,037"
2013,Civil engineers,"257,802","228,722","29,080","81,233","81,911","71,854"
2013,Biological scientists,"60,924","31,860","29,064","57,426","57,653","57,107"
2013,...Industrial truck and tractor operators,"428,059","399,291","28,768","31,000","31,002","30,981"
2013,...Veterinarians,"57,599","29,223","28,376","86,490","96,582","80,681"
2013,Chemists and materials scientists,"71,161","42,953","28,208","69,780","71,853","65,582"
2013,...Food batchmakers,"56,485","28,317","28,168","27,131","31,811","24,268"
2013,....Public relations and fundraising managers,"44,198","16,141","28,057","74,114","90,071","66,052"
2013,...Other healthcare practitioners and technical occupations,"72,636","44,786","27,850","55,942","60,786","47,405"
2013,...Telemarketers,"44,182","16,477","27,705","25,628","26,440","25,257"
2013,"...Library assistants, clerical","33,132","5,578","27,554","28,558","30,889","27,952"
2013,Miscellaneous media and communication workers,"45,120","17,870","27,250","42,033","46,135","40,256"
2013,"...Opticians, dispensing","39,047","11,901","27,146","35,580","42,128","32,267"
2013,Tax preparers,"51,485","24,538","26,947","56,047","70,641","47,997"
2013,Budget analysts,"41,799","14,880","26,919","70,429","78,667","65,830"
2013,...Cleaners of vehicles and equipment,"197,864","171,164","26,700","23,751","23,605","24,793"
2013,"...Weighers, measurers, checkers, and samplers, recordkeeping","61,712","35,803","25,909","35,476","40,651","30,345"
2013,Appraisers and assessors of real estate,"75,414","49,592","25,822","55,227","61,056","45,643"
2013,...Construction laborers,"986,693","961,321","25,372","31,027","31,066","27,927"
2013,....Advertising and promotions managers,"43,015","17,775","25,240","61,371","75,190","55,860"
2013,...First-line supervisors of gaming workers,"58,437","33,458","24,979","41,245","45,980","37,178"
2013,"...Welding, soldering, and brazing workers","488,957","464,041","24,916","38,137","39,281","26,893"
2013,"...Mail clerks and mail machine operators, except postal service","54,267","29,670","24,597","29,276","30,238","28,308"
2013,Technical writers,"43,977","19,964","24,013","69,242","75,598","61,511"
2013,"Judges, magistrates, and other judicial workers","55,881","32,209","23,672","100,619","115,636","83,173"
2013,"News analysts, reporters and correspondents","52,566","29,289","23,277","50,711","55,156","45,994"
2013,...Dentists,"97,562","74,382","23,180","141,557","151,071","102,460"
2013,"...Door-to-door sales workers, news and street vendors, and related workers","55,838","33,591","22,247","25,624","29,469","23,312"
2013,"Religious workers, all other","41,694","19,827","21,867","36,496","40,454","35,612"
2013,Drafters,"124,267","102,941","21,326","51,609","52,296","47,123"
2013,...Counter and rental clerks,"45,567","24,387","21,180","27,373","27,449","27,194"
2013,...Telephone operators,"28,046","6,893","21,153","29,587","31,822","27,360"
2013,....Training and development managers,"41,185","20,111","21,074","74,735","80,754","71,091"
2013,"...Graders and sorters, agricultural products","32,773","11,741","21,032","20,420","23,490","18,099"
2013,Financial analysts,"65,367","44,484","20,883","84,140","100,081","63,424"
2013,...Taxi drivers and chauffeurs,"196,209","175,350","20,859","26,200","26,763","21,521"
2013,...Miscellaneous entertainment attendants and related workers,"47,151","26,402","20,749","25,143","25,928","24,154"
2013,...Couriers and messengers,"151,599","130,948","20,651","37,808","39,789","30,480"
2013,Environmental scientists and geoscientists,"65,341","45,052","20,289","71,065","77,333","61,583"
2013,"...Computer, automated teller, and office machine repairers","176,644","156,442","20,202","42,430","43,137","39,601"
2013,"...Counter attendants, cafeteria, food concession, and coffee shop","30,891","10,920","19,971","17,544","20,304","16,771"
2013,"...First-line supervisors of protective service workers, all other","73,041","53,093","19,948","47,876","50,239","44,965"
2013,...Procurement clerks,"32,617","13,441","19,176","50,876","65,297","45,564"
2013,...Veterinary assistants and laboratory animal caretakers,"23,366","4,416","18,950","22,858","26,551","22,461"
2013,"Archivists, curators, and museum technicians","31,925","13,316","18,609","51,704","58,285","46,130"
2013,"Directors, religious activities and education","34,970","16,961","18,009","40,736","43,053","38,681"
2013,"...Maintenance and repair workers, general","449,977","432,709","17,268","41,557","41,683","36,185"
2013,"...First-line supervisors of mechanics, installers, and repairers","243,639","226,658","16,981","56,777","57,076","52,927"
2013,...First-line supervisors of construction trades and extraction workers,"601,644","584,749","16,895","55,843","56,164","43,878"
2013,Chemical technicians,"51,689","34,926","16,763","50,982","51,831","47,360"
2013,"...Painters, construction and maintenance","326,717","310,089","16,628","30,027","30,131","26,453"
2013,Electrical and electronics engineers,"180,122","163,656","16,466","91,895","93,351","81,167"
2013,...Pharmacy aides,"22,034","5,644","16,390","29,851","30,645","29,383"
2013,"...Switchboard operators, including answering service","20,377","4,152","16,225","25,878","33,816","23,936"
2013,"Miscellaneous social scientists and related workers, including sociologists","32,080","15,884","16,196","59,540","68,632","52,123"
2013,...Dishwashers,"102,959","86,995","15,964","17,307","17,302","17,332"
2013,....Postmasters and mail superintendents,"28,282","12,394","15,888","65,191","77,465","56,317"
2013,"...Pressers, textile, garment, and related materials","25,595","10,309","15,286","21,701","27,268","20,168"
2013,Statisticians,"31,319","16,117","15,202","81,209","87,488","74,291"
2013,...First-line supervisors of police and detectives,"102,581","87,467","15,114","73,155","75,566","65,227"
2013,...Residential advisors,"24,461","9,448","15,013","26,098","27,339","25,074"
2013,"...Lifeguards and other recreational, and all other protective service workers","32,041","17,049","14,992","30,781","32,037","27,889"
2013,"...Personal care and service workers, all other","48,690","33,740","14,950","25,529","26,597","21,820"
2013,...First-line supervisors of correctional officers,"49,105","34,261","14,844","49,986","54,853","44,324"
2013,...Animal trainers,"27,354","12,684","14,670","27,188","29,644","26,400"
2013,Mechanical engineers,"206,515","191,858","14,657","79,565","80,193","72,416"
2013,Cost estimators,"105,744","91,484","14,260","57,333","60,249","49,443"
2013,"...Cutting, punching, and press machine setters, operators, and tenders, metal and plastic","75,234","61,087","14,147","31,664","32,671","26,923"
2013,...Machinists,"330,090","316,382","13,708","45,163","45,549","31,887"
2013,...Radio and telecommunications equipment installers and repairers,"142,862","129,293","13,569","52,061","52,209","45,468"
2013,...Nurse anesthetists,"21,664","8,259","13,405","147,152","150,870","142,185"
2013,Credit analysts,"23,011","9,607","13,404","53,869","56,903","51,602"
2013,"...Baggage porters, bellhops, and concierges","59,390","46,419","12,971","31,416","31,799","30,572"
2013,Library technicians,"16,163","3,583","12,580","31,698","38,063","31,014"
2013,...Automotive and watercraft service attendants,"67,748","55,406","12,342","22,312","22,729","20,516"
2013,"Musicians, singers, and related workers","60,370","48,227","12,143","42,746","42,988","42,279"
2013,Aerospace engineers,"117,942","105,914","12,028","100,701","101,260","90,023"
2013,....Architectural and engineering managers,"132,575","120,777","11,798","121,336","121,690","113,507"
2013,"...Office machine operators, except computer","24,326","12,575","11,751","32,321","35,302","31,192"
2013,...Photographic process workers and processing machine operators,"25,840","14,124","11,716","26,166","31,888","21,348"
2013,....Compensation and benefits managers,"14,656","3,387","11,269","71,927","97,552","68,207"
2013,...Statistical assistants,"17,346","6,145","11,201","41,311","46,090","40,058"
2013,...Barbers,"68,648","57,663","10,985","21,874","22,321","18,509"
2013,"Agents and business managers of artists, performers, and athletes","28,413","17,494","10,919","51,244","51,910","47,043"
2013,...Prepress technicians and workers,"23,527","12,712","10,815","32,464","38,946","28,806"
2013,...Carpenters,"677,720","667,276","10,444","34,496","34,698","26,702"
2013,...Painting workers,"101,860","91,461","10,399","32,285","33,422","28,032"
2013,...Firefighters,"256,196","246,017","10,179","62,189","62,361","57,346"
2013,Information security analysts,"50,853","40,681","10,172","84,140","86,349","80,245"
2013,...New accounts clerks,"13,217","3,094","10,123","34,776","47,191","31,894"
2013,...Electricians,"583,544","573,504","10,040","49,969","50,029","41,299"
2013,...Cutting workers,"49,849","40,036","9,813","29,415","31,113","21,516"
2013,...Industrial and refractory machinery mechanics,"332,142","322,465","9,677","50,350","50,482","41,142"
2013,...Optometrists,"25,610","16,298","9,312","103,805","120,521","96,186"
2013,...Parts salespersons,"82,536","73,360","9,176","33,375","34,231","27,467"
2013,"...Other installation, maintenance, and repair workers, including wind turbine service technicians","168,658","159,562","9,096","36,654","37,008","28,922"
2013,Agricultural and food science technicians,"24,559","15,509","9,050","42,576","45,910","39,464"
2013,...Radiation therapists,"14,694","5,731","8,963","75,639","84,219","68,886"
2013,...Occupational therapy assistants and aides,"10,875","1,945","8,930","48,814","50,311","48,606"
2013,...Automotive service technicians and mechanics,"681,551","672,920","8,631","35,491","35,523","31,587"
